CaseID,caseid2023,caseid2022,weight_pop,panel_weight_pop,L0_a,L0_b,L0_c,L0_d,L0_e,L0B_a,L0B_b,L0B_c,L0C,L0E,B2,B3,B3A_a,B3A_b,B3A_c,B3A_d,B3A_e,B3B_a,B3B_b,B3B_c,B3B_d,B3B_e,B7_a,B7_b,X11_none,X12_a,X12_b,X12_c,X12_d,X12_e,X12_f,X12_g,X13,CG0,CG1A,CG2,CG7_a,CG7_b,CG7_c,CG7_d,CG7_e,CG7_f,CG7_g,CG9,CG8,CG3,CG4,CG5_a,CG5_b,CG5_c,CG5_d,CG5_e,CG5_f,CG6,D1A,D4,D48,D3B,D1E,D22_a,D22_b,D22_c,D22_d,D22_e,D22_f,D22_g,D22_h,D22_i,D3A,D3E,D28_a,D28_b,D30,D47,D34A,D36B,D44_f,D44_a,D44_b,D44_c,D44_d,D44_e,D37A,D38_a,D38_b,D38_c,D38_d,D38_f,D39,D1B,D5,D49,D41_a,D41_b,D41_c,D41_d,D41_e,D41_f,D41_g,D41_h,D41_i,GE2A,GE12_a,GE12_b,GE12_c,GE2B,GE1A,GE1B,GE1C,GE1D,GE1E_a,GE1E_b,GE1E_c,GE1E_d,GE1E_e,GE61,GE20C,GE62_a,GE62_b,GE62_c,GE62_d,GE62_e,GE62_f,GH1,GH12,GH12A,GH13_a,GH13_b,GH13_c,GH13_d,R1_a,R1_b,R1_c,R1_d,R1_e,R1_f,R1_g,R1_h,GH2,R4,R5B_a,R5B_b,R5B_c,R5B_d,R5C_a,R5C_b,R5C_c,R5C_d,R3,R11,M4,GH3_a,GH3_b,GH3_c,GH3_d,GH3_e,ND0,ND1_a,ND1_b,ND1_c,ND1_d,ND1_e,ND2,ND4_a,ND4_b,ND4_c,BK1,BK2_a,BK2_b,BK2_c,BK2_d,BK2_e,BK2_f,BK47_a,BK47_b,BK48,BK49A,BK49B,BK50,BK51,BK52_a,BK52_b,BK52_c,BK52_d,BK52_e,BK52_f,BK52_g,BK52_h,A6,A0,A7_a,A7_b,A7_c,A7_d,A7_e,A7_f,A0B,A1_a,A1_b,A1_c,A8_a,A8_b,A8_c,A8_d,A8_e,A8_f,A2,C2A,C3P,C4A,BNPL1,BNPL3,BNPL3A,BNPL4_a,BNPL4_b,BNPL4_c,BNPL4_d,BNPL4_e,BNPL4_f,BNPL4_g,S16_a,S16_b,S16_c,S18,S21,ED0,D1G,ED0B,ED0D,ED1,SL1,SL3,SL4A,SL4,SL6,SL7,SL8_a,SL8_b,SL8_c,SL8_d,SL8_e,SL10A,SL11,SL13,D1I,K0,K8B,K9_a,K9_b,K9_c,K9_d,K9_e,K9_f,K14_a,K14_b,K15_a,K15_b,K15_c,K15_d,K15_e,K21_a,K21_b,K21_c,K21_d,K21_e,K21_f,DC4,K5A_a,K5A_b,K5A_c,I0_a,I0_b,I0_c,I0_d,I0_e,I0_f,I40,I41_a,I41_b,I41_c,I41_d,I41_e,I9,I12,I20,I21_a,I21_b,INF4,INF3_a,INF3_b,INF3_c,INF3_d,INF3_e,INF3_f,INF3_g,EF1,EF2,EF3_a,EF3_b,EF3_c,EF3_d,EF3_e,EF3_f,EF3_g,EF3_h,EF5C,EF6C_a,EF6C_b,EF6C_c,EF6C_d,EF7,B0_a,B0_b,B0_c,B1_a,B1_b,FD3,E8_a,E8_b,E8_c,E1_a,E1_b,E1_c,E1_d,E1_e,E2,E2A,E2B,E4_a,E4_b,E4_c,E4_d,E4_e,E4_f,CH2A,ppage,ppagecat,ppagect4,ppeduc5,ppeducat,ppemploy,ppethm,ppgender,pphhsize,pphouse4,ppinc7,ppmarit5,ppmsacat,ppreg4,ppreg9,pprent,ppstaten,ppkid017,ppt18ov,ppcm0160,ind1,ppcm1301,UNION100,pph10001,ppfs0001,ppfs0596,ppfs1482,pphi0001,ppracem,pphispan,pppa_lgb,ppp20197,pphi0018,pph12003,pph12004,pph12005,pph12006,pph12007,pphhsize5,race_5cat,inc_4cat_50k,educ_4cat,pay_casheqv,atleast_okay,control
3180,3146.0,3685.0,20732.116,60715.688,No,No,No,Yes,No,,,,,,Doing okay,About the same,,,,,,,,,,,Only fair,Good,,Major concern,Major concern,Major concern,Major concern,Major concern,Minor concern,Not a concern,More concerned about increases in prices for things you buy,,,,,,,,,,,,,,No,,,,,,,,Yes,Yes,No,,Yes,Yes,No,No,No,No,No,No,No,No,Working for someone else,,Never,Sometimes,Normally work the same hours,No,,Very likely,No,No,No,Yes,Yes,No,Different main job – new employer,Better,About the same,About the same,About the same,Worse,About the same,Somewhat confident,,,,,,,,,,,,Yes,No,Yes,No,No,,No,,No,,,,,,No,Less than 1 hour,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Own your home with a mortgage or loan,Yes,,No,No,No,Yes,,,,,,,,,Before 2023,,,,,,,,,,,,2367.0,Somewhat dissatisfied,Very dissatisfied,Very dissatisfied,Neither satisfied nor dissatisfied,Very dissatisfied,No,,,,,,About the same,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Very confident,No,,,,,,,No,,,,,,,,,,,No,,,No,,,,,,,,,,No,No,No,,,Associate degree,No,,,Business / management,No,,,,,No,,,,,,,No,,No,No,,,,,,,,,,,,,,,No,No,No,Yes,No,No,Mostly comfortable,No,No,No,Yes,No,No,No,No,No,"$75,000 to $99,999",No,No,No,No,,Occasionally varies from month to month,No,Less than your income,About the same,Increased,Somewhat worse,No,No,No,No,No,No,,Yes,,No,No,Yes,No,No,No,No,No,Yes,,,,,"$2,000 or more",Somewhat,Very little,Very well,Often,Sometimes,"Enough, but not always the kinds of food we wanted to eat",No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,High school degree or GED,30,25-34,30–44,Some college or Associate's degree,Some college or Associate's degree,Working part-time,Hispanic,Male,3,A one-family house detached from any other house,"$75,000 to $99,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,ca,0,3,Personal Care and Service,Education and Tutoring,Private-for-profit company,No,Fair,Another household member and I share in the decisions,,Fair,More English than Spanish,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,No,No,No,No,No,3,Hispanic,"$50,000–$99,999",Some college/technical or associates degree,Yes,Yes,Public
3190,,,18267.7573,,No,No,Yes,Yes,No,,,,,,Doing okay,Somewhat worse off,No,Yes,No,No,No,,,,,,Good,Only fair,,Minor concern,Major concern,Major concern,Major concern,Minor concern,Minor concern,Not a concern,,,,,,,,,,,,,,,No,,,,,,,,Yes,No,Yes,,Yes,,,,,,,,,,Working for someone else,,Rarely,Often,Normally work the same hours,No,,Very likely,No,No,Yes,No,No,No,,,,,,,,Not confident,,,,,,,,,,,,No,,,,No,No,,,,,,,,,,,,,,,,,Own your home with a mortgage or loan,Yes,,No,Yes,No,No,,,,,,,,,Before 2023,,,,,,,,,,,,900.0,Somewhat satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Very dissatisfied,No,,,,,,Somewhat higher,No,Yes,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Very confident,No,,,,,,,No,,,,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Some of the time,No,,,,,,,,,,No,No,No,,,Bachelor’s degree,No,,,Engineering,No,,,,,No,,,,,,,No,,No,No,,,,,,,,,,,,,,,No,No,No,Yes,No,No,Mostly comfortable,No,No,No,Yes,Yes,No,No,No,No,"$75,000 to $99,999",No,No,No,No,,Roughly the same amount each month,,The same as your income,About the same,About the same,Much worse,Yes,Yes,Yes,No,Yes,No,,No,No,No,Yes,No,No,No,No,No,No,Yes,,,,,Under $100,Very little,Somewhat,Completely,Never,Always,"Enough, but not always the kinds of food we wanted to eat",No,No,No,No,Yes,No,No,Yes,No,,No,No,Yes,No,No,No,No,Bachelor’s degree,54,45-54,45–59,Bachelor's degree,Bachelor's degree or higher,Working full-time,Hispanic,Female,4,One-family condo or townhouse attached to other units,"$75,000 to $99,999",Divorced,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,fl,0,4,Refused,Real Estate and Property Management,Private-for-profit company,No,Good,,,,,White,"Yes, Other","Straight, that is, not gay",Yes,,No,No,No,No,No,4,Hispanic,"$50,000–$99,999",Bachelor's degree or more,No,Yes,
3192,3158.0,34717.0,41441.4669,83935.8101,Yes,Yes,No,Yes,No,,,,1,13 to 17,Doing okay,Somewhat better off,,,,,,Yes,No,No,Yes,No,Only fair,Only fair,No,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,No,No,Daily,Yes,No,Yes,,Yes,,,,,,,,,,Working for someone else,,Never,Never,"Schedule varies, primarily based on my employer’s needs",No,,Somewhat likely,No,Yes,Yes,No,No,No,,,,,,,,Very confident,Yes,Yes,,,,,,,,,,No,,,,No,No,,,,,,,,,,,,,,,,,Pay rent,,,,,,,No,No,No,Yes,No,No,No,No,Before 2023,,,,,,,,,,1200.0,No,,Very dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Very satisfied,Very dissatisfied,No,,,,,,Somewhat higher,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,"I lost money, but all of it was recovered or refunded",800.0,,1 to 9 hours,Yes,Yes,No,No,No,No,No,No,No,Very confident,No,,,,,,,No,,,,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Most or all of the time,No,,,,,,,,,,No,No,No,,,High school degree or GED,No,,No,,No,,,,,No,,,,,,No,No,,No,No,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,Very comfortable,Yes,Yes,Yes,Yes,No,No,No,No,No,"$75,000 to $99,999",No,No,No,No,No,Roughly the same amount each month,,The same as your income,Increased,About the same,Somewhat worse,Yes,Yes,Yes,No,Yes,No,Yes,Yes,,No,No,Yes,No,No,No,No,No,Yes,,,,,"$1,000 to $1,999",Somewhat,Very little,Very well,Rarely,Always,"Enough, but not always the kinds of food we wanted to eat",Yes,Yes,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Some college but no degree,36,35-44,30–44,High school graduate (high school diploma or the equivalent GED),High school graduate (high school diploma or the equivalent GED),Working full-time,Hispanic,Male,5,A one-family house detached from any other house,"$75,000 to $99,999",Never married,Metro,West,Pacific,Rented for cash,ca,0,5,Food Preparation and Serving,Accommodation and Food Services,Private-for-profit company,No,Fair,I make all or  most of the decisions,,Good,Only English,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,No,No,No,No,No,5,Hispanic,"$50,000–$99,999",High school degree or GED,Yes,Yes,
3200,3168.0,3711.0,36164.6848,125523.285,Yes,Yes,No,No,No,,,,1,13 to 17,Just getting by,Somewhat worse off,No,Yes,No,Yes,No,,,,,,Only fair,Poor,No,,,,,,,,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,No,Daily,No,,,,No,Yes,,No,Yes,No,No,No,No,No,,,,,,,,,No,,,No,No,No,,,,,,,,Very confident,No,,No,,No,No,No,No,Yes,No,Yes,No,,,,No,,No,,No,,,,,,,,,,,,,,Own your home with a mortgage or loan,Yes,,Yes,No,No,No,,,,,,,,,Before 2023,,,,,,,,,,,,2100.0,Very satisfied,Very satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,No,,,,,,About the same,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Somewhat confident,No,,,,,,,No,,,,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Some of the time,No,,,,,,,,,,No,No,No,,,High school degree or GED,No,,No,,No,,,,,No,,,,,,No,Do not have children or grandchildren,,No,No,,,,,,,,,,,,,,,No,No,No,Yes,No,No,Slightly comfortable,No,No,No,No,No,Yes,No,No,No,"$50,000 to $59,999",No,No,No,No,No,Roughly the same amount each month,,The same as your income,About the same,Increased,Much worse,Yes,Yes,Yes,Yes,Yes,No,,No,No,No,Yes,No,No,No,No,No,Yes,No,Paid in full,Made partial payment or did not pay,Made partial payment or did not pay,Paid in full,Under $100,Completely,Very little,Very well,Rarely,Sometimes,"Enough, but not always the kinds of food we wanted to eat",No,No,No,No,No,No,Yes,No,No,,No,No,No,No,Yes,No,No,Less than high school degree,49,45-54,45–59,High school graduate (high school diploma or the equivalent GED),High school graduate (high school diploma or the equivalent GED),Not working,Hispanic,Female,3,A one-family house detached from any other house,"$50,000 to $74,999",Now married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,sc,1,2,Not asked,-2,Not asked,Not asked,Very good,I make all or  most of the decisions,,Excellent,Only English,Asian,"Yes, Other","Straight, that is, not gay",Yes,19.0,No,No,No,No,No,3,Hispanic,"$50,000–$99,999",High school degree or GED,No,No,
3232,3205.0,3758.0,16403.5789,32262.7292,No,No,No,Yes,Yes,Yes,Yes,No,,,Living comfortably,Somewhat better off,,,,,,Yes,No,Yes,No,No,Good,Only fair,No,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,No,Yes,,Yes,,,,,,,,,,Working for someone else,,Often,Often,Normally work the same hours,No,Some,Somewhat likely,No,No,No,No,No,No,,,,,,,,Very confident,,,,,,,,,,,,No,,,,No,No,,,,,,,,,,,,,,,,,Pay rent,,,,,,,Yes,Yes,Yes,Yes,No,No,No,No,Before 2023,,,,,,,,,,600.0,No,,Somewhat satisfied,Somewhat satisfied,Very satisfied,Somewhat satisfied,Somewhat dissatisfied,No,,,,,,About the same,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Very confident,No,,,,,,,No,,,,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,No,No,No,,,Bachelor’s degree,No,,,Engineering,No,,,,,No,,,,,,,Do not have children or grandchildren,,No,Yes,,,,,,,,,,,,,,,Yes,No,No,Yes,No,No,Very comfortable,No,No,No,Yes,Yes,No,No,No,No,"$100,000 to $149,999",No,No,No,No,,Occasionally varies from month to month,No,Less than your income,Increased,About the same,Little or no effect,No,Yes,No,No,No,No,,Yes,,Yes,No,No,No,No,No,No,No,Yes,,,,,"$2,000 or more",Very little,Not at all,Very little,Always,Rarely,Enough of the kinds of food we wanted to eat,No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Bachelor’s degree,35,35-44,30–44,Bachelor's degree,Bachelor's degree or higher,Working full-time,Hispanic,Male,6,A one-family house detached from any other house,"$100,000 to $149,999",Never married,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,fl,1,5,Sales,Wholesale Trade,Private-for-profit company,No,Very good,I make all or  most of the decisions,,Excellent,More Spanish than English,White,"Yes, Cuban, Cuban American",Bisexual,Yes,30.0,No,No,No,No,No,5,Hispanic,"$100,000 or more",Bachelor's degree or more,Yes,Yes,Private nonprofit
3234,3207.0,3761.0,35117.7813,94167.3797,Yes,No,No,No,No,,,,,,Doing okay,About the same,,,,,,,,,,,Only fair,Only fair,Yes,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,No,Yes,,No,,,,,,,,,,Working for someone else,,Rarely,Rarely,Normally work the same hours,No,,Not at all likely,No,No,No,No,No,No,,,,,,,,Somewhat confident,No,,No,,No,No,No,No,No,No,Yes,No,,,,No,,No,,No,,,,,,,,,,,,,,Own your home free and clear (without a mortgage or loan),No,Other (please specify),No,No,No,Yes,,,,,,,,,Before 2023,,,,,,,,,,,,,Somewhat satisfied,Very satisfied,Somewhat satisfied,Neither satisfied nor dissatisfied,Somewhat satisfied,No,,,,,,About the same,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,,,,,,,,,,,,,,Very confident,No,,,,,,,No,,,,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Some of the time,No,,,,,,,,,,No,No,No,,,High school degree or GED,No,,No,,No,,,,,No,,,,,,No,No,,No,No,,,,,,,,,,,,,,,No,No,No,Yes,No,No,Slightly comfortable,No,No,No,Yes,No,Yes,No,No,Yes,"$60,000 to $74,999",No,No,No,No,,Roughly the same amount each month,,Less than your income,Decreased,Decreased,Little or no effect,No,No,No,No,No,No,,Yes,,No,No,Yes,No,No,No,No,No,Yes,,,,,"$2,000 or more",Not at all,Very little,Very little,Often,Rarely,Enough of the kinds of food we wanted to eat,Yes,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,No,Some college but no degree,67,65-74,60+,High school graduate (high school diploma or the equivalent GED),High school graduate (high school diploma or the equivalent GED),Working full-time,Hispanic,Female,2,A one-family house detached from any other house,"$100,000 to $149,999",Now married,Metro,South,West-South Central,Owned or being bought by you or someone in your household,tx,0,2,Office and Administrative Support,"Mining, Quarrying, and Oil and Gas Extraction",Private-for-profit company,No,Fair,Another household member makes all or most of the decisions,,Fair,Both Spanish and English equally,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,64.0,No,No,No,No,No,2,Hispanic,"$50,000–$99,999",High school degree or GED,Yes,Yes,
3253,3231.0,,14724.7301,38589.4077,No,No,No,No,Yes,No,No,Yes,,,Doing okay,Somewhat worse off,No,Yes,Yes,No,No,,,,,,Only fair,Poor,No,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,Working for someone else,,Sometimes,Rarely,"Schedule varies, primarily at my request",Yes,All,Somewhat likely,No,Yes,No,No,No,No,,,,,,,,Very confident,,,,,,,,,,,,No,,,,No,,No,,No,,,,,,,,,,,,,,Own your home with a mortgage or loan,Yes,,No,No,No,Yes,,,,,,,,,Before 2023,,,,,,,,,,,,4100.0,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,Neither satisfied nor dissatisfied,Very satisfied,No,,,,,,About the same,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,"I lost money, and none of it was recovered or refunded",840.0,,10 to 39 hours,No,,,,,,,,,Very confident,No,,,,,,,No,,,,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Never carried an unpaid balance (always pay in full),No,,,,,,,,,,No,No,No,,,"Professional degree (e.g., MBA, MD, JD)",No,,,Business / management,No,,,,,Yes,No,No,Yes,Yes,No,,No,,No,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Mostly comfortable,No,Yes,No,Yes,No,No,No,No,Yes,"$150,000 to $199,999",No,No,No,No,,Roughly the same amount each month,,More than your income,Increased,Increased,Much worse,Yes,Yes,No,No,Yes,No,Yes,Yes,,Yes,No,No,No,No,No,No,No,Yes,,,,,$500 to $999,Somewhat,Somewhat,Somewhat,Sometimes,Often,Enough of the kinds of food we wanted to eat,Yes,No,Yes,No,Yes,No,No,Yes,No,,No,Yes,Yes,Yes,Yes,No,No,High school degree or GED,66,65-74,60+,Master’s degree or higher,Bachelor's degree or higher,Working full-time,Hispanic,Male,1,A one-family house detached from any other house,"$150,000 or more",Divorced,Metro,South,South Atlantic,Owned or being bought by you or someone in your household,md,0,1,Business Operations (including Marketing),Armed Forces,Private-for-profit company,No,Good,I make all or  most of the decisions,,Excellent,More English than Spanish,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,No,No,No,No, Yes,1,Hispanic,"$100,000 or more",Bachelor's degree or more,Yes,Yes,Public
3260,3240.0,,29384.9891,55374.3576,No,No,No,Yes,Yes,Yes,No,No,,,Just getting by,Somewhat worse off,No,Yes,No,No,Yes,,,,,,Only fair,Good,,Major concern,Major concern,Major concern,Minor concern,Major concern,Not a concern,Not a concern,More concerned about increases in prices for things you buy,,,,,,,,,,,,,,No,,,,,,,,Yes,No,Yes,,Yes,,,,,,,,,,Working for someone else,,Sometimes,Never,Normally work the same hours,No,,Not that likely,Yes,Yes,Yes,No,No,No,,,,,,,,Somewhat confident,,,,,,,,,,,,No,,,,No,No,,,,,,,,,,,,,,,,,Neither own nor pay rent,,,,,,,,,,,,,,,Before 2023,,,,,,,,,,,,,Neither satisfied nor dissatisfied,Neither satisfied nor dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,Somewhat dissatisfied,No,,,,,,Somewhat higher,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Somewhat confident,Yes,Yes,Yes,No,No,No,No,,No,No,No,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Some of the time,Yes,No,,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,,,Some college but no degree (including currently enrolled in college),No,,,Business / management,No,,,,,No,,,,,,,,,No,No,,,,,,,,,,,,,,,No,No,No,No,No,No,Not comfortable,No,No,No,Yes,No,No,No,No,No,"$75,000 to $99,999",No,No,No,No,,Roughly the same amount each month,,The same as your income,About the same,Increased,Somewhat worse,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,,,,,$100 to $499,Very little,Somewhat,Somewhat,Sometimes,Often,"Enough, but not always the kinds of food we wanted to eat",No,No,No,No,No,No,No,No,No,,No,Yes,No,No,No,No,No,Certificate or technical degree,23,18-24,18–29,Some college or Associate's degree,Some college or Associate's degree,Working full-time,Hispanic,Male,4,A one-family house detached from any other house,"$100,000 to $149,999",Never married,Metro,West,Pacific,Owned or being bought by you or someone in your household,ca,0,4,Transportation and Material Moving,"Delivery Services, Warehousing, and Transportation (including Air, Rail, Water, Truck, and Passenger)",Private-for-profit company,No,Very good,Another household member makes all or most of the decisions,,Fair,Only English,White,"Yes, Mexican, Mexican-American, Chicano","Straight, that is, not gay",Yes,,No,No,No,No,No,4,Hispanic,"$50,000–$99,999",Some college/technical or associates degree,Yes,No,Public
3284,,3818.0,14813.8701,,Yes,No,No,No,No,,,,,,Doing okay,Somewhat better off,,,,,,Yes,No,Yes,Yes,No,Good,Good,No,,,,,,,,,,,,,,,,,,,,,,Yes,Yes,No,No,No,Yes,No,Several days per month,Yes,No,Yes,,No,,,,,,,,,,Working for someone else,,Often,Often,Normally work the same hours,No,,Not that likely,No,Yes,Yes,Yes,Yes,Yes,Different main job – new employer,Better,Better,Better,Worse,Worse,Better,Somewhat confident,Yes,Yes,,,,,,,,,,No,,,,No,Yes,,,,,,,,,No,5 to 19 hours,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Own your home with a mortgage or loan,Yes,,No,No,No,Yes,,,,,,,,,Before 2023,,,,,,,,,,,,1666.0,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Somewhat satisfied,Very satisfied,"Yes, moderately",No,Yes,No,No,No,Somewhat higher,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,Very confident,Yes,No,Yes,No,No,No,No,,No,No,No,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Some of the time,No,,,,,,,,,,No,No,No,,,Master’s degree,No,,,Education,No,,,,,Yes,No,No,Yes,No,Yes,No,Do not have children or grandchildren,,No,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,No,No,Mostly comfortable,No,No,No,Yes,No,No,No,No,No,"$150,000 to $199,999",No,No,No,No,,Occasionally varies from month to month,No,Less than your income,About the same,Increased,Somewhat better,No,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,No,No,No,No,No,No,No,Yes,,,,,"$2,000 or more",Very little,Not at all,Somewhat,Often,Rarely,Enough of the kinds of food we wanted to eat,No,Yes,No,No,No,No,No,No,Yes,$500 to $999,No,Yes,No,No,No,No,No,High school degree or GED,46,45-54,45–59,Master’s degree or higher,Bachelor's degree or higher,Working full-time,Hispanic,Male,2,A one-family house detached from any other house,"$150,000 or more",Now married,Metro,West,Pacific,Owned or being bought by you or someone in your household,ca,0,2,"Education, Training, and Library",Education and Tutoring,Government,Yes,Very good,Another household member and I share in the decisions,,Excellent,Both Spanish and English equally,2+ races,"Yes, Other","Straight, that is, not gay",Yes,,No,No,No,No,No,2,Hispanic,"$100,000 or more",Bachelor's degree or more,Yes,Yes,Public
3285,3262.0,3820.0,24895.6857,75746.4834,Yes,Yes,No,No,No,,,,2,6 to 12,Doing okay,Somewhat worse off,No,Yes,No,No,No,,,,,,Good,Only fair,No,,,,,,,,,Yes,40 hours or more,165.0,No,No,No,No,No,No,Yes,,,I am usually the primary caretaker,No,,,,,,,,Yes,No,Yes,,No,,,,,,,,,,Working for someone else,,Sometimes,Always,Normally work the same hours,Don’t know,,Very likely,No,No,No,Yes,Yes,No,Different main job – same employer,About the same,Worse,Worse,About the same,Worse,About the same,Not confident,Yes,Yes,,,,,,,,,,No,,,,No,,No,,No,,,,,,,,,,,,,,Own your home with a mortgage or loan,Yes,,Yes,No,No,No,,,,,,,,,Before 2023,,,,,,,,,,,,8380.0,Neither satisfied nor dissatisfied,Very satisfied,Very satisfied,Somewhat satisfied,Very dissatisfied,No,,,,,,About the same,No,No,No,Yes,No,No,No,No,No,No,No,Yes,"I lost money, and some of it was recovered or refunded",10000.0,8000.0,80 hours or more,No,,,,,,,,,Very confident,No,,,,,,,No,,,,,,,,,,,Yes,paid at least the minimum payment on all credit cards,Some of the time,No,,,,,,,,,,No,No,No,,,Master’s degree,No,,,Business / management,No,,,,,No,,,,,,No,No,,No,Yes,,,,,,,,,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,Mostly comfortable,No,No,No,Yes,Yes,No,No,No,No,"$100,000 to $149,999",No,No,No,No,No,Roughly the same amount each month,,The same as your income,About the same,Increased,Somewhat worse,Yes,Yes,Yes,No,Yes,No,,Yes,,Yes,No,Yes,No,No,No,No,No,Yes,,,,,"$2,000 or more",Not at all,Not at all,Not at all,Rarely,Rarely,"Enough, but not always the kinds of food we wanted to eat",No,No,No,No,No,No,No,No,Yes,$1 to $499,No,Yes,No,No,Yes,No,No,Bachelor’s degree,44,35-44,30–44,Master’s degree or higher,Bachelor's degree or higher,Working full-time,Hispanic,Female,4,One-family condo or townhouse attached to other units,"$100,000 to $149,999",Now married,Metro,Northeast,Mid-Atlantic,Rented for cash,nj,2,2,Transportation and Material Moving,Armed Forces,Government,Yes,Good,Another household member and I share in the decisions,,Excellent,More English than Spanish,Black or African American,"Yes, Other","Straight, that is, not gay",Yes,38.0,No,No,No,No,No,4,Hispanic,"$100,000 or more",Bachelor's degree or more,Yes,Yes,Private for-profit
